id,type,slug,display_name,ssa_site_code,ssa_office_name,region,ssa_last_updated,address1,address2,city,state,zipcode,tel_public,tel_call_back,fax,modified
670,2,columbia-mo-fo,Columbia MO FO,751,COLUMBIA MO,NULL,10/1/2020,3402 Buttonwood Dr,Suite101,Columbia,MO,65201,18665639108,NULL,NULL,2020-12-19 16:07:40.404+00
671,2,kennett-mo-fo,Kennett MO FO,752,KENNETT MO,NULL,10/1/2020,800 South Bypass,,Kennett,MO,63857,18669314497,NULL,NULL,2020-12-19 16:07:46.84+00
672,2,park-hills-mo-fo,Park Hills MO FO,753,PARK HILLS MO,NULL,10/1/2020,507 East Main Street,,Park Hills,MO,63601,18776229009,NULL,NULL,2020-12-19 16:07:52.863+00
673,2,little-rock-ar-fo,Little Rock AR FO,755,LITTLE ROCK AR,NULL,10/1/2020,700 W Capitol Street,Rm 1201 Federal Bldg,Little Rock,AR,72201,18665930933,NULL,NULL,2020-12-19 16:07:48.066+00
674,2,fort-smith-ar-fo,Fort Smith AR FO,756,FORT SMITH AR,NULL,10/1/2020,6801 Dallas Street,,Ft Smith,AR,72903,18669318374,NULL,NULL,2020-12-19 16:07:43.258+00
675,2,texarkana-tx-fo,Texarkana TX FO,757,TEXARKANA TX,NULL,10/1/2020,5735 Summerhill Rd.,,Texarkana,TX,75503,18669317675,NULL,NULL,2020-12-19 16:07:57.229+00
676,2,jonesboro-ar-fo,Jonesboro AR FO,758,JONESBORO AR,NULL,10/1/2020,1809 Latourette Drive,,Jonesboro,AR,72404,18668427369,NULL,NULL,2020-12-19 16:07:46.52+00
677,2,pine-bluff-ar-fo,Pine Bluff AR FO,759,PINE BLUFF AR,NULL,10/1/2020,3511 Market Street,,Pine Bluff,AR,71601,18665639693,NULL,NULL,2020-12-19 16:07:53.784+00
678,2,hot-springs-ar-fo,Hot Springs AR FO,760,HOT SPRINGS AR,NULL,10/1/2020,112 Corporate Terrace,,Hot Springs,AR,71913,18555311685,NULL,NULL,2020-12-19 16:07:45.525+00
679,2,el-dorado-ar-fo,El Dorado AR FO,761,EL DORADO AR,NULL,10/1/2020,2600 W Hillsboro,,El Dorado,AR,71730,18665269254,NULL,NULL,2020-12-19 16:07:42.259+00
680,2,blytheville-ar-fo,Blytheville AR FO,762,BLYTHEVILLE AR,NULL,10/1/2020,1403 S Division St,,Blytheville,AR,72315,18668426638,NULL,NULL,2020-12-19 16:07:38.33+00
681,2,fayetteville-ar-fo,Fayetteville AR FO,763,FAYETTEVILLE AR,NULL,10/1/2020,2153 E. Joyce Blvd.,Suite 101,Fayetteville,AR,72703,18776945493,NULL,NULL,2020-12-19 16:07:42.904+00
682,2,forrest-city-ar-fo,Forrest City AR FO,765,FORREST CITY AR,NULL,10/1/2020,965 Holiday Dr,Suite A,Forrest City,AR,72335,18669642043,NULL,NULL,2020-12-19 16:07:43.194+00
683,2,russellville-ar-fo,Russellville AR FO,766,RUSSELLVILLE AR,NULL,10/1/2020,2708 E Parkway Drive,,Russellville,AR,72802,18774450827,NULL,NULL,2020-12-19 16:07:55.512+00
684,2,batesville-ar-fo,Batesville AR FO,767,BATESVILLE AR,NULL,10/1/2020,151 Dry Kiln Rd,,Batesville,AR,72501,18668165651,NULL,NULL,2020-12-19 16:07:37.925+00
685,2,topeka-ks-fo,Topeka KS FO,768,TOPEKA KS,NULL,10/1/2020,600 Sw Commerce Pl,,Topeka,KS,66615,18883271271,NULL,NULL,2020-12-19 16:07:57.34+00
686,2,wichita-ks-fo,Wichita KS FO,769,WICHITA KS,NULL,10/1/2020,3216 N Cypress St,,Wichita,KS,67226,18669319173,NULL,NULL,2020-12-19 16:07:58.163+00
687,2,salina-ks-fo,Salina KS FO,770,SALINA KS,NULL,10/1/2020,1410 E Iron Ave,Ste 7,Salina,KS,67401,18774053494,NULL,NULL,2020-12-19 16:07:55.603+00
688,2,dodge-city-ks-fo,Dodge City KS FO,771,DODGE CITY KS,NULL,10/1/2020,2204 Summerlon Cir,,Dodge City,KS,67801,18776945494,NULL,NULL,2020-12-19 16:07:41.66+00
689,2,kansas-city-ks-fo,Kansas City KS FO,772,KANSAS CITY KS,NULL,10/1/2020,850 Nebraska Ave,,Kansas City,KS,66101,18663312197,NULL,NULL,2020-12-19 16:07:46.631+00
690,2,hutchinson-ks-fo,Hutchinson KS FO,774,HUTCHINSON KS,NULL,10/1/2020,811 E 30Th Ave,Ste A,Hutchinson,KS,67502,18778468333,NULL,NULL,2020-12-19 16:07:45.686+00
691,2,independence-ks-fo,Independence KS FO,775,INDEPENDENCE KS,NULL,10/1/2020,2125 N Penn Ave,Suite A,Independence,KS,67301,18775123855,NULL,NULL,2020-12-19 16:07:45.729+00
692,2,hays-ks-fo,Hays KS FO,776,HAYS KS,NULL,10/1/2020,1212 E 27Th St,,Hays,KS,67601,18885527176,NULL,NULL,2020-12-19 16:07:44.611+00
693,2,kansas-city-north-fo,Kansas City NORTH FO,777,KANSAS CITY NORTH,NULL,10/1/2020,8620 N Green Hills Rd,,Kansas City,MO,64154,18778056671,NULL,NULL,2020-12-19 16:07:46.681+00
694,2,manhattan-ks-fo,Manhattan KS FO,778,MANHATTAN KS,NULL,10/1/2020,1121 Hudson Ave,Ste A,Manhattan,KS,66503,18778405741,NULL,NULL,2020-12-19 16:07:48.97+00
695,2,johnson-county-ks-fo,Johnson county KS FO,779,JOHNSON COUNTY,NULL,10/1/2020,15375 W 95Th St,,Lenexa,KS,66219,18774459978,NULL,NULL,2020-12-19 16:07:46.427+00
696,2,spencer-ia-fo,Spencer IA FO,780,SPENCER IA,NULL,10/1/2020,1610 12Th Ave Sw,,Spencer,IA,51301,18662736050,NULL,NULL,2020-12-19 16:07:56.617+00
697,2,sf-mission-ca-fo,Sf Mission CA FO,781,SF MISSION CA,NULL,10/1/2020,1098 Valencia St,,San Francisco,CA,94110,18667556323,NULL,NULL,2020-12-19 16:07:56.259+00
698,2,oklacity-ok-fo,Oklacity OK FO,783,OKLACITY OK,NULL,10/1/2020,12301 N. Kelley Ave,,Oklahoma City,OK,73131,18663312207,NULL,NULL,2020-12-19 16:07:51.833+00
699,2,tulsa-ok-fo,Tulsa OK FO,784,TULSA OK,NULL,10/1/2020,4750 S Garnett Rd,,Tulsa,OK,74146,18669317106,NULL,NULL,2020-12-19 16:07:57.477+00
700,2,chickasha-ok-fo,Chickasha OK FO,785,CHICKASHA OK,NULL,10/1/2020,506 W Utah Ave,,Chickasha,OK,73018,18776229096,NULL,NULL,2020-12-19 16:07:39.575+00
701,2,ardmore-ok-fo,Ardmore OK FO,786,ARDMORE OK,NULL,10/1/2020,321 Holiday Drive,,Ardmore,OK,73401,18886194774,NULL,NULL,2020-12-19 16:07:37.467+00
702,2,muskogee-ok-fo,Muskogee OK FO,787,MUSKOGEE OK,NULL,10/1/2020,2401 W. Shawnee Street,,Muskogee,OK,74401,18775755195,NULL,NULL,2020-12-19 16:07:50.355+00
703,2,enid-ok-fo,Enid OK FO,788,ENID OK,NULL,10/1/2020,2202 N Van Buren St,,Enid,OK,73703,18774050436,NULL,NULL,2020-12-19 16:07:42.521+00
704,2,lawton-ok-fo,Lawton OK FO,790,LAWTON OK,NULL,10/1/2020,1610 Sw Lee Blvd,,Lawton,OK,73501,18669312732,NULL,NULL,2020-12-19 16:07:47.718+00
705,2,miami-ok-fo,Miami OK FO,791,MIAMI OK,NULL,10/1/2020,2108 Denver Harnar Dr,,Miami,OK,74354,18888780013,NULL,NULL,2020-12-19 16:07:49.763+00
706,2,moore-ok-fo,Moore OK FO,792,MOORE OK,NULL,10/1/2020,200 Ne 27Th St,,Moore,OK,73160,18669644260,NULL,NULL,2020-12-19 16:07:50.161+00
707,2,mcalester-ok-fo,Mcalester OK FO,793,MCALESTER OK,NULL,10/1/2020,902 S George Nigh,,Mcalester,OK,74501,18778934665,NULL,NULL,2020-12-19 16:07:49.264+00
708,2,bartlesville-ok-fo,Bartlesville OK FO,794,BARTLESVILLE OK,NULL,10/1/2020,900 Leisure Ln,,Bartlesville,OK,74006,18778361557,NULL,NULL,2020-12-19 16:07:37.893+00
709,2,shawnee-ok-fo,Shawnee OK FO,796,SHAWNEE OK,NULL,10/1/2020,909 E Federal St,,Shawnee,OK,74804,18778970604,NULL,NULL,2020-12-19 16:07:56.276+00
710,2,ada-ok-fo,Ada OK FO,797,ADA OK,NULL,10/1/2020,921 Lonnie Abbott Blvd,,Ada,OK,74820,18888101940,NULL,NULL,2020-12-19 16:07:36.893+00
711,2,clinton-ok-fo,Clinton OK FO,798,CLINTON OK,NULL,10/1/2020,410 Opal Ave,,Clinton,OK,73601,18774059345,NULL,NULL,2020-12-19 16:07:40.058+00
712,2,new-orleans-dwntwn-la-fo,New Orleans Dwntwn LA FO,800,NEW ORLEANS DWNTWN LA,NULL,10/1/2020,400 Poydras Street,Suite 500,New Orleans,LA,70130,18552570984,NULL,NULL,2020-12-19 16:07:50.565+00
713,2,shreveport-la-fo,Shreveport LA FO,801,SHREVEPORT LA,NULL,10/1/2020,1240 S Pointe Pkwy,,Shreveport,LA,71105,18773193074,NULL,NULL,2020-12-19 16:07:56.338+00
714,2,monroe-la-fo,Monroe LA FO,802,MONROE LA,NULL,10/1/2020,1120 Plaza Blvd,,Monroe,LA,71201,18668158716,NULL,NULL,2020-12-19 16:07:50.075+00
715,2,baton-rouge-la-fo,Baton Rouge LA FO,803,BATON ROUGE LA,NULL,10/1/2020,5455 Bankers Ave,,Baton Rouge,LA,70808,18666133070,NULL,NULL,2020-12-19 16:07:37.936+00
716,2,alexandria-la-fo,Alexandria LA FO,804,ALEXANDRIA LA,NULL,10/1/2020,3401 North Blvd,,Alexandria,LA,71301,18778763171,NULL,NULL,2020-12-19 16:07:37.13+00
717,2,lake-charles-la-fo,Lake Charles LA FO,805,LAKE CHARLES LA,NULL,10/1/2020,149 W 18Th St,Suite B,Lake Charles,LA,70601,18774098431,NULL,NULL,2020-12-19 16:07:47.277+00
718,2,lafayette-la-fo,Lafayette LA FO,806,LAFAYETTE LA,NULL,10/1/2020,106 Corporate Blvd,,Lafayette,LA,70508,18886194771,NULL,NULL,2020-12-19 16:07:47.257+00
719,2,houma-la-fo,Houma LA FO,807,HOUMA LA,NULL,10/1/2020,178 Civic Center Blvd,Ste 100,Houma,LA,70360,18668995631,NULL,NULL,2020-12-19 16:07:45.534+00
720,2,hammond-la-fo,Hammond LA FO,808,HAMMOND LA,NULL,10/1/2020,2100 Robin Ave,,Hammond,LA,70403,18558487937,NULL,NULL,2020-12-19 16:07:44.339+00
721,2,natchitoches-la-fo,Natchitoches LA FO,809,NATCHITOCHES LA,NULL,10/1/2020,950 Keyser Ave,,Natchitoches,LA,71457,18556344195,NULL,NULL,2020-12-19 16:07:50.428+00
722,2,opelousas-la-fo,Opelousas LA FO,810,OPELOUSAS LA,NULL,10/1/2020,5097 I49 S Service Rd,,Opelousas,LA,70570,18666983338,NULL,NULL,2020-12-19 16:07:52.034+00
723,2,morgan-city-la-fo,Morgan City LA FO,812,MORGAN CITY LA,NULL,10/1/2020,1279 Clothilde St,,Morgan City,LA,70380,18554335874,NULL,NULL,2020-12-19 16:07:50.189+00
724,2,austin-tx-fo,Austin TX FO,813,AUSTIN TX,NULL,10/1/2020,1029 Camino La Costa,,Austin,TX,78752,18666276991,NULL,NULL,2020-12-19 16:07:37.742+00
725,2,dallas-north-tx-fo,Dallas North TX FO,814,DALLAS NORTH TX,NULL,10/1/2020,10824 N.Central Expwy,,Dallas,TX,75231,18665722492,NULL,NULL,2020-12-19 16:07:41.129+00
726,2,san-antonio-central-fo,San Antonio central FO,815,SAN ANTONIO CENTRAL,NULL,10/1/2020,402 Isom Rd,,San Antonio,TX,78216,18665710718,NULL,NULL,2020-12-19 16:07:55.668+00
727,2,houston-southwest-tx-fo,Houston SouthWEST TX FO,816,HOUSTON SOUTHWEST TX,NULL,10/1/2020,10703 Stancliff Rd,,Houston,TX,77099,18665921608,NULL,NULL,2020-12-19 16:07:45.588+00
728,2,el-paso-tx-fo,El Paso TX FO,817,EL PASO TX,NULL,10/1/2020,11111 Gateway W Blvd,,El Paso,TX,79935,18665639310,NULL,NULL,2020-12-19 16:07:42.298+00
729,2,beaumont-tx-fo,Beaumont TX FO,818,BEAUMONT TX,NULL,10/1/2020,8455 Dishman Rd,Suite A,Beaumont,TX,77713,18666132864,NULL,NULL,2020-12-19 16:07:37.979+00
730,2,tyler-tx-fo,Tyler TX FO,819,TYLER TX,NULL,10/1/2020,5509  Donnybrook Ave,,Tyler,TX,75703,18773195707,NULL,NULL,2020-12-19 16:07:57.529+00
731,2,amarillo-tx-fo,Amarillo TX FO,820,AMARILLO TX,NULL,10/1/2020,4750  Canyon Dr,,Amarillo,TX,79109,18778036318,NULL,NULL,2020-12-19 16:07:37.301+00
732,2,fortworth-tx-fo,Fortworth TX FO,821,FORTWORTH TX,NULL,10/1/2020,819 Taylor St,Rm 1-A-01 Federal Bldg,Fort Worth,TX,76102,18667044858,NULL,NULL,2020-12-19 16:07:43.334+00
733,2,san-angelo-tx-fo,San Angelo TX FO,822,SAN ANGELO TX,NULL,10/1/2020,2851 Southwest Blvd,,San Angelo,TX,76904,18778405742,NULL,NULL,2020-12-19 16:07:55.659+00
734,2,wichita-falls-tx-fo,Wichita Falls TX FO,823,WICHITA FALLS TX,NULL,10/1/2020,4314 Wendover St,,Wichita Falls,TX,76309,18668159605,NULL,NULL,2020-12-19 16:07:58.157+00
735,2,brownsville-tx-fo,Brownsville TX FO,824,BROWNSVILLE TX,NULL,10/1/2020,3115 Central Blvd,,Brownsville,TX,78520,18669646486,NULL,NULL,2020-12-19 16:07:38.736+00
736,2,corpus-christi-tx-fo,Corpus Christi TX FO,825,CORPUS CHRISTI TX,NULL,10/1/2020,3801 S Port Ave,,Corpus Christi,TX,78415,18666132859,NULL,NULL,2020-12-19 16:07:40.806+00
737,2,waco-tx-fo,Waco TX FO,826,WACO TX,NULL,10/1/2020,1700 Lake Air Dr,Ste A,Waco,TX,76710,18669646304,NULL,NULL,2020-12-19 16:07:57.757+00
738,2,lubbock-tx-fo,Lubbock TX FO,827,LUBBOCK TX,NULL,10/1/2020,5825 16Th Street,,Lubbock,TX,79416,18664670460,NULL,NULL,2020-12-19 16:07:48.589+00
739,2,league-city-fo,League city FO,828,LEAGUE CITY,NULL,10/1/2020,2835 Gulf Frwy South,,League City,TX,77573,18662993254,NULL,NULL,2020-12-19 16:07:47.753+00
740,2,abilene-tx-fo,Abilene TX FO,829,ABILENE TX,NULL,10/1/2020,1202 E South 11Th St,,Abilene,TX,79602,18776079525,NULL,NULL,2020-12-19 16:07:36.862+00
881,2,chico-ca-fo,Chico CA FO,979,CHICO CA,NULL,10/1/2020,1370 E. Lassen Ave,Ste 150,Chico,CA,95973,18669647585,NULL,NULL,2020-12-19 16:07:39.582+00
741,2,port-arthur-tx-fo,Port Arthur TX FO,830,PORT ARTHUR TX,NULL,10/1/2020,8208 9Th Ave,,Port Arthur,TX,77642,18669641720,NULL,NULL,2020-12-19 16:07:54.238+00
742,2,paris-tx-fo,Paris TX FO,831,PARIS TX,NULL,10/1/2020,2805 Pine Mill Road,,Paris,TX,75460,18886194772,NULL,NULL,2020-12-19 16:07:52.854+00
743,2,big-spring-tx-fo,Big Spring TX FO,832,BIG SPRING TX,NULL,10/1/2020,2006 East Fm 700,,Big Spring,TX,79720,18887482018,NULL,NULL,2020-12-19 16:07:38.17+00
744,2,lufkin-tx-fo,Lufkin TX FO,833,LUFKIN TX,NULL,10/1/2020,702 East Denman,,Lufkin,TX,75901,18774073442,NULL,NULL,2020-12-19 16:07:48.624+00
745,2,odessa-tx-fo,Odessa TX FO,834,ODESSA TX,NULL,10/1/2020,2015 E 37Th St,,Odessa,TX,79762,18664041866,NULL,NULL,2020-12-19 16:07:51.642+00
746,2,longview-tx-fo,Longview TX FO,835,LONGVIEW TX,NULL,10/1/2020,611 Clinic Dr,,Longview,TX,75605,18886170455,NULL,NULL,2020-12-19 16:07:48.338+00
747,2,bryan-tx-fo,Bryan TX FO,836,BRYAN TX,NULL,10/1/2020,2120 W Briargate Dr,,Bryan,TX,77802,18665689428,NULL,NULL,2020-12-19 16:07:38.778+00
748,2,sherman-tx-fo,Sherman TX FO,837,SHERMAN TX,NULL,10/1/2020,600 East Peyton,,Sherman,TX,75090,18774053521,NULL,NULL,2020-12-19 16:07:56.313+00
749,2,temple-tx-fo,Temple TX FO,838,TEMPLE TX,NULL,10/1/2020,511 North Main,,Temple,TX,76501,18665931341,NULL,NULL,2020-12-19 16:07:57.208+00
750,2,victoria-tx-fo,Victoria TX FO,839,VICTORIA TX,NULL,10/1/2020,8208 Ne Zac Lentz Pkwy,,Victoria,TX,77904,18772293536,NULL,NULL,2020-12-19 16:07:57.688+00
751,2,laredo-tx-fo,Laredo TX FO,840,LAREDO TX,NULL,10/1/2020,215 Calle Del Norte,,Laredo,TX,78041,18667044857,NULL,NULL,2020-12-19 16:07:47.485+00
752,2,mcallen-tx-fo,Mcallen TX FO,841,MCALLEN TX,NULL,10/1/2020,3004 N Mccoll Rd,,Mcallen,TX,78501,18558869628,NULL,NULL,2020-12-19 16:07:49.283+00
753,2,brownwood-tx-fo,Brownwood TX FO,842,BROWNWOOD TX,NULL,10/1/2020,300 Early Blvd,Space 28 Heartland Mal,Early,TX,76802,18774053630,NULL,NULL,2020-12-19 16:07:38.748+00
754,2,corsicana-tx-fo,Corsicana TX FO,843,CORSICANA TX,NULL,10/1/2020,221 S 45Th St,,Corsicana,TX,75110,18884569551,NULL,NULL,2020-12-19 16:07:40.834+00
755,2,eagle-pass-tx-fo,Eagle Pass TX FO,844,EAGLE PASS TX,NULL,10/1/2020,406 South Texas Drive,,Eagle Pass,TX,78852,18888624864,NULL,NULL,2020-12-19 16:07:41.819+00
756,2,greenville-tx-fo,Greenville TX FO,845,GREENVILLE TX,NULL,10/1/2020,2717 Terrell Road,,Greenville,TX,75402,18883063534,NULL,NULL,2020-12-19 16:07:44.16+00
757,2,palestine-tx-fo,Palestine TX FO,846,PALESTINE TX,NULL,10/1/2020,215 Medical Drive,,Palestine,TX,75801,18664950089,NULL,NULL,2020-12-19 16:07:52.687+00
758,2,pampa-tx-fo,Pampa TX FO,847,PAMPA TX,NULL,10/1/2020,2333 N Hobart St,,Pampa,TX,79065,18778970603,NULL,NULL,2020-12-19 16:07:52.765+00
759,2,pasadena-tx-fo,Pasadena TX FO,850,PASADENA TX,NULL,10/1/2020,3300 Watters Road,,Pasadena,TX,77504,18665634603,NULL,NULL,2020-12-19 16:07:53.021+00
760,2,dallas-fair-park-tx-fo,Dallas Fair Park TX FO,851,DALLAS FAIR PARK TX,NULL,10/1/2020,2530 S Malcolm X Blvd,,Dallas,TX,75215,18887171529,NULL,NULL,2020-12-19 16:07:41.11+00
761,2,san-antonio-nw-tx-fo,San Antonio Nw TX FO,852,SAN ANTONIO NW TX,NULL,10/1/2020,411 Richland Hills Dr,,San Antonio,TX,78245,18776974799,NULL,NULL,2020-12-19 16:07:55.692+00
762,2,dallas-oak-cliff-tx-fo,Dallas Oak Cliff TX FO,853,DALLAS OAK CLIFF TX,NULL,10/1/2020,Crossing,2475 Cliff Creek,Dallas,TX,75237,18669314958,NULL,NULL,2020-12-19 16:07:41.153+00
763,2,houston-northwest-tx-fo,Houston NorthWEST TX FO,855,HOUSTON NORTHWEST TX,NULL,10/1/2020,16200 Dillard Dr,,Houston,TX,77040,18663313277,NULL,NULL,2020-12-19 16:07:45.571+00
764,2,houston-northeast-tx-fo,Houston NorthEAST TX FO,856,HOUSTON NORTHEAST TX,NULL,10/1/2020,5414 Aldine Mail Rd,,Houston,TX,77039,18669312729,NULL,NULL,2020-12-19 16:07:45.553+00
765,2,houston-southeast-tx-fo,Houston SouthEAST TX FO,857,HOUSTON SOUTHEAST TX,NULL,10/1/2020,8989 Lakes At 610 Dr,,Houston,TX,77054,18664041861,NULL,NULL,2020-12-19 16:07:45.581+00
766,2,albuquerque-nm-fo,Albuquerque NM FO,858,ALBUQUERQUE NM,NULL,10/1/2020,500 Lead Ave Sw,Suite 100,Albuquerque,NM,87102,18666139961,NULL,NULL,2020-12-19 16:07:37.064+00
767,2,roswell-nm-fo,Roswell NM FO,859,ROSWELL NM,NULL,10/1/2020,Room 122,500 N Richardson Avenue,Roswell,NM,88201,18665639470,NULL,NULL,2020-12-19 16:07:55.493+00
768,2,santa-fe-nm-fo,Santa Fe NM FO,860,SANTA FE NM,NULL,10/1/2020,1922 5Th Street,,Santa Fe,NM,87505,18665718130,NULL,NULL,2020-12-19 16:07:56.022+00
769,2,gallup-nm-fo,Gallup NM FO,861,GALLUP NM,NULL,10/1/2020,2070 East Aztec Avenue,,Gallup,NM,87301,18888103744,NULL,NULL,2020-12-19 16:07:43.675+00
770,2,clovis-nm-fo,Clovis NM FO,862,CLOVIS NM,NULL,10/1/2020,1208 Arcineiga Dr,Odar,Clovis,NM,88101,18669319945,NULL,NULL,2020-12-19 16:07:40.081+00
771,2,las-cruces-nm-fo,Las Cruces NM FO,863,LAS CRUCES NM,NULL,10/1/2020,2141 Summit Court,,Las Cruces,NM,88011,18665639294,NULL,NULL,2020-12-19 16:07:47.508+00
772,2,farmington-nm-fo,Farmington NM FO,864,FARMINGTON NM,NULL,10/1/2020,4650 N Butler,,Farmington,NM,87401,18669317656,NULL,NULL,2020-12-19 16:07:42.88+00
773,2,helena-mt-fo,Helena MT FO,865,HELENA MT,NULL,10/1/2020,10 W 15Th St,Suite 1600,Helena,MT,59626,18665639496,NULL,NULL,2020-12-19 16:07:44.986+00
774,2,butte-mt-fo,Butte MT FO,866,BUTTE MT,NULL,10/1/2020,2201 Harrison,,Butte,MT,59701,18886327068,NULL,NULL,2020-12-19 16:07:38.878+00
775,2,billings-mt-fo,Billings MT FO,868,BILLINGS MT,NULL,10/1/2020,2900 4Th Ave N,Room 304,Billings,MT,59101,18668951795,NULL,NULL,2020-12-19 16:07:38.185+00
776,2,great-falls-mt-fo,Great Falls MT FO,869,GREAT FALLS MT,NULL,10/1/2020,2008 23Rd St. S.,,Great Falls,MT,59405,18775834114,NULL,NULL,2020-12-19 16:07:43.968+00
777,2,st-augustine-fl-fo,St Augustine FL FO,870,ST AUGUSTINE FL,NULL,10/1/2020,2428 Old Moultrie Road,,St Augustine,FL,32086,18774055867,NULL,NULL,2020-12-19 16:07:56.73+00
778,2,missoula-mt-fo,Missoula MT FO,871,MISSOULA MT,NULL,10/1/2020,3701 American Way,,Missoula,MT,59808,18669319029,NULL,NULL,2020-12-19 16:07:50.037+00
779,2,kalispell-mt-fo,Kalispell MT FO,872,KALISPELL MT,NULL,10/1/2020,Suite D,275 Corporate Dr,Kalispell,MT,59901,18884870150,NULL,NULL,2020-12-19 16:07:46.56+00
780,2,mid-cities-tx-fo,Mid Cities TX FO,873,MID CITIES TX,NULL,10/1/2020,2010 N State Hwy 360,,Grand Prairie,TX,75050,18557223499,NULL,NULL,2020-12-19 16:07:49.792+00
781,2,alice-tx-fo,Alice TX FO,874,ALICE TX,NULL,10/1/2020,1000 Medical Ctr Blvd,,Alice,TX,78332,18883888744,NULL,NULL,2020-12-19 16:07:37.19+00
782,2,harlingen-tx-fo,Harlingen TX FO,875,HARLINGEN TX,NULL,10/1/2020,2005 W Jefferson Ave,,Harlingen,TX,78550,18669317075,NULL,NULL,2020-12-19 16:07:44.447+00
783,2,cheyenne-wy-fo,Cheyenne WY FO,876,CHEYENNE WY,NULL,10/1/2020,3001 E Pershing Blvd,Suite 140,Cheyenne,WY,82001,18663367580,NULL,NULL,2020-12-19 16:07:39.423+00
784,2,casper-wy-fo,Casper WY FO,877,CASPER WY,NULL,10/1/2020,150 E B St,Room 1008,Casper,WY,82601,18669643972,NULL,NULL,2020-12-19 16:07:39.111+00
785,2,rhinelander-wi-fo,Rhinelander WI FO,878,RHINELANDER WI,NULL,10/1/2020,2023 Navajo St,,Rhinelander,WI,54501,18888688185,NULL,NULL,2020-12-19 16:07:55.076+00
786,2,san-antonio-south-tx-fo,San Antonio South TX FO,880,SAN ANTONIO SOUTH TX,NULL,10/1/2020,3438 E Southcross Blvd,,San Antonio,TX,78223,18669647432,NULL,NULL,2020-12-19 16:07:55.703+00
787,2,sault-st-marie-mi-fo,Sault St Marie MI FO,881,SAULT ST MARIE MI,NULL,10/1/2020,2861 Ashmun St,Ste 1,Sault Sainte Marie,MI,49783,18552856007,NULL,NULL,2020-12-19 16:07:56.06+00
788,2,denver-co-fo,Denver CO FO,882,DENVER CO,NULL,10/1/2020,1500 Champa St,2Nd Fl Suite 200,Denver,CO,80202,18666139904,NULL,NULL,2020-12-19 16:07:41.503+00
789,2,pueblo-co-fo,Pueblo CO FO,883,PUEBLO CO,NULL,10/1/2020,3769 Parker Blvd,,Pueblo,CO,81008,18887371761,NULL,NULL,2020-12-19 16:07:54.856+00
790,2,grand-junction-co-fo,Grand Junction CO FO,884,GRAND JUNCTION CO,NULL,10/1/2020,825 North Crest Drive,,Grand Junction,CO,81506,18669317120,NULL,NULL,2020-12-19 16:07:43.899+00
791,2,greeley-co-fo,Greeley CO FO,885,GREELEY CO,NULL,10/1/2020,5400 West 11 St,Suite A,Greeley,CO,80634,18774059195,NULL,NULL,2020-12-19 16:07:44.022+00
792,2,trinidad-co-fo,Trinidad CO FO,886,TRINIDAD CO,NULL,10/1/2020,111 Waverly Avenue,,Trinidad,CO,81082,18667555009,NULL,NULL,2020-12-19 16:07:57.435+00
793,2,colorado-springs-co-fo,Colorado Springs CO FO,887,COLORADO SPRINGS CO,NULL,10/1/2020,2306 E Pikes Peak Ave,,Colorado Springs,CO,80909,18888800688,NULL,NULL,2020-12-19 16:07:40.25+00
794,2,alamosa-co-fo,Alamosa CO FO,888,ALAMOSA CO,NULL,10/1/2020,602 Del Sol Drive 1-A,,Alamosa,CO,81101,18884750297,NULL,NULL,2020-12-19 16:07:36.972+00
795,2,louisville-co-fo,Louisville CO FO,889,LOUISVILLE CO,NULL,10/1/2020,480 W Dahlia St,,Louisville,CO,80027,18774055872,NULL,NULL,2020-12-19 16:07:48.427+00
796,2,durango-co-fo,Durango CO FO,890,DURANGO CO,NULL,10/1/2020,103 Sheppard Drive,Suite 120,Durango,CO,81303,18884726115,NULL,NULL,2020-12-19 16:07:41.777+00
797,2,fort-collins-co-fo,Fort Collins CO FO,891,FORT COLLINS CO,NULL,10/1/2020,301 S Howes St,4Th Floor,Ft Collins,CO,80521,18663367385,NULL,NULL,2020-12-19 16:07:43.203+00
798,2,boise-id-fo,Boise ID FO,893,BOISE ID,NULL,10/1/2020,1249 S Vinnell Way,Suite 101,Boise,ID,83709,18553779316,NULL,NULL,2020-12-19 16:07:38.359+00
799,2,pocatello-id-fo,Pocatello ID FO,894,POCATELLO ID,NULL,10/1/2020,861 Jefferson Ave,Suite B,Pocatello,ID,83201,18666433407,NULL,NULL,2020-12-19 16:07:54.086+00
800,2,lewiston-id-fo,Lewiston ID FO,895,LEWISTON ID,NULL,10/1/2020,1617 19Th Ave,,Lewiston,ID,83501,18774059796,NULL,NULL,2020-12-19 16:07:47.943+00
801,2,twin-falls-id-fo,Twin Falls ID FO,896,TWIN FALLS ID,NULL,10/1/2020,1437 Fillmore St,,Twin Falls,ID,83301,18667482087,NULL,NULL,2020-12-19 16:07:57.52+00
802,2,idaho-falls-id-fo,Idaho Falls ID FO,897,IDAHO FALLS ID,NULL,10/1/2020,2196 Channing Way,,Idaho Falls,ID,83404,18662530489,NULL,NULL,2020-12-19 16:07:45.721+00
803,2,coeur-d-alene-id-fo,Coeur D Alene ID FO,898,COEUR D ALENE I,NULL,10/1/2020,7400 N Mineral Drive,Suite 100,Coeur D'Alene,ID,83815,18669312523,NULL,NULL,2020-12-19 16:07:40.196+00
